epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,78.2324,1.09862,1.7248,1.37806,0.27814,0.40698,0.28207,0.20479,1.17388,2.00752,1.6442,0.000593846,0.000593846,0.000593846
31,81.3136,1.09819,1.75041,1.38129,0.30182,0.31429,0.26889,0.19713,1.2404,2.05701,1.73766,0.000585599,0.000585599,0.000585599
32,84.3861,1.11022,1.71115,1.35974,0.24803,0.4477,0.27007,0.19453,1.28259,2.17022,1.70977,0.000577352,0.000577352,0.000577352
33,86.6408,1.09977,1.71491,1.36676,0.29591,0.42346,0.28144,0.20137,1.27881,2.20351,1.69812,0.000569106,0.000569106,0.000569106
34,88.8467,1.0756,1.71765,1.35611,0.28392,0.3826,0.29691,0.2055,1.28732,2.15451,1.72894,0.000560859,0.000560859,0.000560859
35,91.1023,1.07928,1.7235,1.35189,0.23877,0.4,0.27452,0.20374,1.18107,1.94942,1.61155,0.000552612,0.000552612,0.000552612
36,93.7114,1.0464,1.69494,1.31969,0.26663,0.45714,0.31118,0.23231,1.09469,1.84902,1.5457,0.000544365,0.000544365,0.000544365
37,96.9311,1.05303,1.69178,1.33052,0.26714,0.45713,0.29914,0.22895,1.09066,1.8438,1.53193,0.000536119,0.000536119,0.000536119
38,99.6203,1.02837,1.66839,1.32685,0.27329,0.37143,0.30341,0.22331,1.05801,1.83221,1.56437,0.000527872,0.000527872,0.000527872
39,101.953,1.06561,1.77289,1.35713,0.25257,0.43924,0.31214,0.24197,0.99002,1.83231,1.42017,0.000519625,0.000519625,0.000519625
40,104.158,0.97534,1.60268,1.29781,0.271,0.42857,0.31015,0.23988,0.95871,1.82884,1.38684,0.000511379,0.000511379,0.000511379
41,106.368,1.03035,1.6458,1.29753,0.27452,0.39537,0.31313,0.24541,0.99403,1.92587,1.413,0.000503132,0.000503132,0.000503132
42,109.344,1.07438,1.69866,1.31348,0.27513,0.31429,0.33489,0.25659,0.98432,1.90151,1.47617,0.000494885,0.000494885,0.000494885
43,112.595,0.95243,1.58817,1.24147,0.318,0.41697,0.3426,0.2566,1.01753,1.83016,1.5393,0.000486639,0.000486639,0.000486639
44,114.855,1.00148,1.67886,1.31416,0.31054,0.4531,0.35358,0.25955,1.01942,1.80065,1.54907,0.000478392,0.000478392,0.000478392
45,117.164,0.94761,1.58223,1.24662,0.27661,0.4,0.31558,0.23382,1.03132,1.81438,1.55745,0.000470145,0.000470145,0.000470145
46,119.402,0.96716,1.589,1.27595,0.27307,0.48571,0.30507,0.22708,1.0334,1.80825,1.52872,0.000461898,0.000461898,0.000461898
47,121.687,0.92897,1.52083,1.25982,0.30086,0.48571,0.32925,0.25485,1.01988,1.74566,1.4981,0.000453652,0.000453652,0.000453652
48,124.999,0.9859,1.61531,1.30934,0.33125,0.5815,0.38034,0.28295,1.03604,1.75522,1.5359,0.000445405,0.000445405,0.000445405
49,127.614,0.96266,1.61228,1.27587,0.31435,0.51429,0.3713,0.26626,1.01603,1.76457,1.5218,0.000437158,0.000437158,0.000437158
50,129.918,0.97821,1.62151,1.28943,0.31366,0.51989,0.3523,0.26431,0.97849,1.74579,1.48618,0.000428912,0.000428912,0.000428912
51,132.181,0.971,1.63136,1.25823,0.27641,0.51429,0.33054,0.25698,0.93746,1.82902,1.45798,0.000420665,0.000420665,0.000420665
52,134.478,0.90167,1.50813,1.23008,0.22049,0.4,0.3083,0.22563,1.04036,1.90102,1.51617,0.000412418,0.000412418,0.000412418
53,137.279,0.90304,1.51723,1.24836,0.23207,0.37143,0.30504,0.21639,1.05035,1.91488,1.51298,0.000404172,0.000404172,0.000404172
54,140.57,0.91186,1.53698,1.21919,0.28349,0.45848,0.30207,0.2242,0.95375,1.83706,1.43742,0.000395925,0.000395925,0.000395925
55,142.72,0.92713,1.53542,1.24211,0.32557,0.45714,0.36607,0.25258,0.92824,1.835,1.44955,0.000387678,0.000387678,0.000387678
56,145.089,0.92239,1.52532,1.23445,0.3525,0.44305,0.36602,0.28486,0.93964,1.82391,1.4907,0.000379431,0.000379431,0.000379431
57,147.283,0.91444,1.54938,1.21931,0.31143,0.45714,0.37746,0.2924,0.9582,1.77399,1.50788,0.000371185,0.000371185,0.000371185
58,149.591,0.93313,1.5781,1.2609,0.3011,0.54286,0.36039,0.2817,0.95611,1.74601,1.53197,0.000362938,0.000362938,0.000362938
59,152.658,0.92979,1.54108,1.26967,0.29975,0.31429,0.33556,0.25563,1.00423,1.75043,1.58565,0.000354691,0.000354691,0.000354691
60,155.602,0.87837,1.50639,1.21616,0.37998,0.34286,0.34998,0.26926,1.02915,1.72768,1.61238,0.000346445,0.000346445,0.000346445
61,157.927,0.88295,1.48476,1.25414,0.33136,0.37143,0.35071,0.26913,1.00003,1.71889,1.59997,0.000338198,0.000338198,0.000338198
62,160.19,0.85851,1.47155,1.21206,0.31278,0.4,0.3557,0.27747,0.97631,1.70287,1.54132,0.000329951,0.000329951,0.000329951
63,162.44,0.88479,1.47668,1.2255,0.35443,0.42857,0.37385,0.28628,0.94603,1.67681,1.48675,0.000321705,0.000321705,0.000321705
64,165.118,0.83283,1.44154,1.18298,0.36828,0.42857,0.37992,0.28901,0.90855,1.65384,1.44308,0.000313458,0.000313458,0.000313458
65,168.431,0.88102,1.45317,1.19034,0.34897,0.48571,0.36972,0.27315,0.89555,1.67493,1.43115,0.000305211,0.000305211,0.000305211
66,170.837,0.85503,1.42786,1.17605,0.34526,0.58683,0.36426,0.25834,0.88526,1.73893,1.40789,0.000296964,0.000296964,0.000296964
67,173.184,0.85009,1.44053,1.17579,0.42367,0.3986,0.37023,0.27485,0.85414,1.75933,1.37346,0.000288718,0.000288718,0.000288718
68,175.514,0.8276,1.41393,1.16934,0.38744,0.37143,0.36314,0.2792,0.83654,1.77581,1.3597,0.000280471,0.000280471,0.000280471
69,177.769,0.78281,1.38241,1.1673,0.44343,0.34286,0.36263,0.28033,0.87733,1.78468,1.40121,0.000272224,0.000272224,0.000272224
70,180.73,0.83908,1.42152,1.16255,0.47989,0.34286,0.3785,0.29732,0.87057,1.80356,1.41055,0.000263978,0.000263978,0.000263978
71,183.964,0.79931,1.41938,1.15083,0.49233,0.34286,0.36853,0.28067,0.87362,1.79201,1.44365,0.000255731,0.000255731,0.000255731
72,186.262,0.87676,1.45416,1.19744,0.36147,0.37143,0.34509,0.27613,0.85497,1.74789,1.44476,0.000247484,0.000247484,0.000247484
73,188.423,0.81851,1.41371,1.15932,0.3067,0.45714,0.34156,0.27447,0.84902,1.72296,1.41282,0.000239238,0.000239238,0.000239238
74,190.678,0.77188,1.33806,1.14523,0.30508,0.42857,0.39358,0.3192,0.84366,1.68102,1.38282,0.000230991,0.000230991,0.000230991
75,193.114,0.81373,1.36367,1.17961,0.33384,0.57143,0.41574,0.32836,0.84824,1.59957,1.35947,0.000222744,0.000222744,0.000222744
76,196.283,0.78999,1.37174,1.15688,0.43521,0.45312,0.41927,0.33026,0.83272,1.54545,1.36833,0.000214497,0.000214497,0.000214497
77,199.023,0.82468,1.40788,1.19749,0.37155,0.6,0.41534,0.32791,0.83892,1.5428,1.37417,0.000206251,0.000206251,0.000206251
78,201.288,0.81882,1.36599,1.16992,0.34031,0.55466,0.40449,0.3227,0.86859,1.55785,1.38995,0.000198004,0.000198004,0.000198004
79,203.669,0.81475,1.34398,1.16846,0.36475,0.45714,0.40324,0.32349,0.8911,1.58566,1.43738,0.000189757,0.000189757,0.000189757
80,205.979,0.80818,1.36636,1.16149,0.37848,0.51429,0.40067,0.32265,0.90158,1.61297,1.44825,0.000181511,0.000181511,0.000181511
81,208.786,0.77833,1.32608,1.14969,0.3718,0.48991,0.40556,0.32493,0.88311,1.62869,1.44597,0.000173264,0.000173264,0.000173264
82,212.014,0.78552,1.32827,1.14503,0.3949,0.45714,0.39614,0.32144,0.83156,1.61161,1.41487,0.000165017,0.000165017,0.000165017
83,214.389,0.79157,1.35132,1.15855,0.35188,0.45714,0.39124,0.31877,0.81721,1.58571,1.39968,0.000156771,0.000156771,0.000156771
84,216.812,0.76091,1.3611,1.1238,0.33662,0.46051,0.37679,0.31179,0.79536,1.56997,1.39635,0.000148524,0.000148524,0.000148524
85,219.039,0.78593,1.3685,1.13752,0.33771,0.46895,0.37145,0.30904,0.80677,1.5735,1.39318,0.000140277,0.000140277,0.000140277
86,221.327,0.79291,1.39547,1.15765,0.33303,0.57143,0.3693,0.31075,0.80685,1.58719,1.39806,0.000132031,0.000132031,0.000132031
87,224.813,0.7776,1.32352,1.13451,0.31257,0.53681,0.36287,0.3026,0.80533,1.61346,1.38312,0.000123784,0.000123784,0.000123784
88,227.425,0.72811,1.27736,1.12307,0.31456,0.53611,0.38097,0.32113,0.82661,1.62789,1.39111,0.000115537,0.000115537,0.000115537
89,229.631,0.73036,1.30686,1.11565,0.30841,0.50606,0.38023,0.31677,0.82806,1.62531,1.38929,0.00010729,0.00010729,0.00010729
90,232.049,0.74157,1.29415,1.11309,0.3048,0.42857,0.38194,0.30875,0.84045,1.63349,1.40014,9.90437e-05,9.90437e-05,9.90437e-05
91,236.062,0.72483,1.62331,1.21753,0.38873,0.37143,0.39113,0.3098,0.83556,1.63622,1.40831,9.0797e-05,9.0797e-05,9.0797e-05
92,239.435,0.75515,1.72003,1.32439,0.49283,0.37143,0.40619,0.31569,0.82703,1.63798,1.4088,8.25503e-05,8.25503e-05,8.25503e-05
93,241.524,0.71398,1.64385,1.25222,0.49806,0.37143,0.389,0.29883,0.83021,1.65602,1.41728,7.43036e-05,7.43036e-05,7.43036e-05
94,243.705,0.7072,1.57396,1.24267,0.49202,0.36252,0.42314,0.31906,0.86536,1.67484,1.43797,6.60569e-05,6.60569e-05,6.60569e-05
95,245.787,0.66722,1.55054,1.27043,0.33771,0.52485,0.44105,0.33291,0.88871,1.70269,1.4338,5.78102e-05,5.78102e-05,5.78102e-05
96,247.904,0.65298,1.49057,1.22193,0.50702,0.39497,0.43435,0.33253,0.87436,1.71129,1.40421,4.95635e-05,4.95635e-05,4.95635e-05
97,250.07,0.64406,1.48394,1.18517,0.50659,0.39335,0.43409,0.33122,0.87168,1.71584,1.39722,4.13168e-05,4.13168e-05,4.13168e-05
98,253.19,0.65112,1.49894,1.21934,0.62029,0.36585,0.43395,0.33639,0.8464,1.69103,1.37369,3.30701e-05,3.30701e-05,3.30701e-05
99,255.423,0.67844,1.57972,1.28194,0.61577,0.36313,0.43479,0.34821,0.83098,1.66213,1.35671,2.48234e-05,2.48234e-05,2.48234e-05
100,257.583,0.64297,1.48315,1.21702,0.35226,0.51429,0.43041,0.3433,0.83037,1.64805,1.35015,1.65767e-05,1.65767e-05,1.65767e-05
