epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,317.46,0.52088,0.74377,1.11458,0.84325,0.95423,0.79167,0.96038,0.89369,0.95423,0.79167,0.96038,0.89133,0.42874,0.52617,0.61246,0.80945,0.000383688,0.000383688,0.000383688
41,324.819,0.48806,0.69928,1.04749,0.83361,0.9502,0.83049,0.96038,0.89545,0.9502,0.83049,0.96038,0.90173,0.43867,0.52186,0.59736,0.81513,0.0003775,0.0003775,0.0003775
42,332.994,0.49985,0.6966,1.08412,0.83884,0.75717,0.91176,0.93955,0.90374,0.75717,0.91176,0.93955,0.88604,0.42596,0.54598,0.59587,0.81132,0.000371313,0.000371313,0.000371313
43,340.349,0.51009,0.68983,1.09147,0.84554,0.89499,0.95555,0.96736,0.88836,0.89499,0.95555,0.96736,0.91356,0.51383,0.52984,0.55407,0.8271,0.000365125,0.000365125,0.000365125
44,348.552,0.50672,0.71733,1.10688,0.84763,0.87858,0.918,0.96035,0.89442,0.87858,0.918,0.96035,0.90857,0.41527,0.52609,0.58545,0.81457,0.000358938,0.000358938,0.000358938
45,356.309,0.50827,0.76317,1.07453,0.84332,0.87181,0.92053,0.97011,0.91897,0.87181,0.92053,0.97011,0.89304,0.41545,0.5308,0.58271,0.80933,0.00035275,0.00035275,0.00035275
46,363.692,0.48656,0.70965,1.04273,0.83775,0.84324,0.84847,0.96722,0.91119,0.84324,0.84847,0.96722,0.8995,0.4406,0.52004,0.65518,0.81363,0.000346563,0.000346563,0.000346563
47,371.855,0.47959,0.71989,0.99815,0.82927,0.7477,0.93559,0.97424,0.91435,0.7477,0.93559,0.97424,0.91712,0.41102,0.50249,0.59945,0.80493,0.000340375,0.000340375,0.000340375
48,378.866,0.47679,0.70235,0.96182,0.83224,0.88375,0.89963,0.995,0.94788,0.88375,0.89963,0.995,0.92047,0.40686,0.5228,0.59445,0.80636,0.000334188,0.000334188,0.000334188
49,386.886,0.47117,0.70664,0.93573,0.83491,0.83497,0.92702,0.96722,0.90007,0.83497,0.92702,0.96722,0.9098,0.41447,0.51082,0.62757,0.81437,0.000328,0.000328,0.000328
50,394.306,0.48041,0.73101,0.91653,0.81472,0.87478,0.90172,0.98111,0.92462,0.87478,0.90172,0.98111,0.92598,0.41964,0.50784,0.59412,0.80791,0.000321812,0.000321812,0.000321812
51,401.711,0.4492,0.71307,0.90927,0.82056,0.9041,0.89258,0.98111,0.93185,0.9041,0.89258,0.98111,0.91985,0.40183,0.50347,0.57428,0.81085,0.000315625,0.000315625,0.000315625
52,409.629,0.45531,0.69327,0.92561,0.83279,0.71226,0.87698,0.96722,0.92691,0.71226,0.87698,0.96722,0.90813,0.38839,0.50352,0.8732,0.79853,0.000309437,0.000309437,0.000309437
53,416.677,0.46312,0.70406,0.99854,0.82172,0.74778,0.943,0.98111,0.93403,0.74778,0.943,0.98111,0.92963,0.41752,0.51259,0.60708,0.80908,0.00030325,0.00030325,0.00030325
54,425.142,0.47636,0.69063,0.91,0.82683,0.92558,0.84123,0.96028,0.91672,0.92558,0.84123,0.96028,0.89943,0.38004,0.51578,0.58793,0.80029,0.000297063,0.000297063,0.000297063
55,432.668,0.47229,0.74441,0.94203,0.82542,0.90835,0.85225,0.96722,0.91166,0.90835,0.85225,0.96722,0.91051,0.42556,0.51965,0.66822,0.81222,0.000290875,0.000290875,0.000290875
56,440.54,0.45043,0.6805,0.90309,0.82771,0.93821,0.88888,0.995,0.93714,0.93821,0.88888,0.995,0.94171,0.39622,0.52945,0.47627,0.80288,0.000284688,0.000284688,0.000284688
57,448.585,0.44664,0.69645,0.83829,0.83045,0.90401,0.88909,0.98111,0.93366,0.90401,0.88909,0.98111,0.93214,0.42397,0.49946,0.56161,0.80616,0.0002785,0.0002785,0.0002785
58,455.577,0.47378,0.70882,0.88556,0.83428,0.91024,0.94151,0.98111,0.91824,0.91024,0.94151,0.98111,0.92125,0.41245,0.51331,0.47731,0.80682,0.000272313,0.000272313,0.000272313
59,463.766,0.46234,0.687,0.84861,0.83364,0.88481,0.94476,0.97424,0.9343,0.88481,0.94476,0.97424,0.90708,0.39512,0.53607,0.49108,0.80096,0.000266125,0.000266125,0.000266125
60,470.768,0.44552,0.66287,0.88776,0.82636,0.91992,0.93633,0.995,0.95078,0.91992,0.93633,0.995,0.93141,0.37875,0.5166,0.45658,0.7982,0.000259938,0.000259938,0.000259938
61,478.797,0.42425,0.69421,0.81918,0.82937,0.85162,0.95839,0.995,0.94848,0.85162,0.95839,0.995,0.93618,0.39457,0.51115,0.44873,0.80041,0.00025375,0.00025375,0.00025375
62,486.853,0.4463,0.67791,0.80585,0.81835,0.9292,0.88977,0.98111,0.93467,0.9292,0.88977,0.98111,0.92019,0.40805,0.53899,0.49404,0.80239,0.000247563,0.000247563,0.000247563
63,493.989,0.43142,0.67737,0.77664,0.82111,0.92648,0.85387,0.96722,0.90232,0.92648,0.85387,0.96722,0.89704,0.42054,0.52727,0.59608,0.80581,0.000241375,0.000241375,0.000241375
64,502.428,0.45172,0.67904,0.80985,0.82506,0.90611,0.8644,0.96722,0.91472,0.90611,0.8644,0.96722,0.91874,0.40834,0.54732,0.60904,0.80876,0.000235188,0.000235188,0.000235188
65,509.453,0.43045,0.69813,0.78508,0.8219,0.9078,0.86711,0.98111,0.9418,0.9078,0.86711,0.98111,0.91752,0.39077,0.52937,0.56387,0.80381,0.000229,0.000229,0.000229
66,517.544,0.42312,0.68753,0.77002,0.80965,0.91396,0.86328,0.995,0.95914,0.91396,0.86328,0.995,0.93629,0.39044,0.50851,0.54747,0.80512,0.000222813,0.000222813,0.000222813
67,525.609,0.42286,0.69036,0.75849,0.82789,0.73467,0.95421,0.98111,0.93129,0.73467,0.95421,0.98111,0.90639,0.39144,0.51974,0.50591,0.79971,0.000216625,0.000216625,0.000216625
68,532.83,0.44699,0.6917,0.7488,0.8302,0.96019,0.89572,0.995,0.94794,0.96019,0.89572,0.995,0.91925,0.40112,0.51833,0.44734,0.80186,0.000210437,0.000210437,0.000210437
69,541.004,0.4219,0.69493,0.77123,0.82805,0.9001,0.94461,0.995,0.95887,0.9001,0.94461,0.995,0.92983,0.39247,0.50773,0.43233,0.80289,0.00020425,0.00020425,0.00020425
70,548.092,0.41614,0.66807,0.76862,0.81922,0.84454,0.949,0.995,0.9384,0.84454,0.949,0.995,0.94032,0.37269,0.50257,0.43916,0.80169,0.000198063,0.000198063,0.000198063
71,556.22,0.40211,0.65478,0.69562,0.80544,0.92972,0.89204,0.995,0.94773,0.92972,0.89204,0.995,0.93909,0.38789,0.51149,0.48543,0.80311,0.000191875,0.000191875,0.000191875
72,564.07,0.4412,0.6982,0.75941,0.82496,0.81453,0.94746,0.995,0.94025,0.81453,0.94746,0.995,0.92116,0.37567,0.52613,0.45035,0.79844,0.000185688,0.000185688,0.000185688
73,571.259,0.41045,0.63579,0.68067,0.81526,0.87046,0.94236,0.995,0.95377,0.87046,0.94236,0.995,0.93836,0.38192,0.52745,0.4538,0.80057,0.0001795,0.0001795,0.0001795
74,579.644,0.41208,0.68942,0.72907,0.81501,0.94021,0.8875,0.995,0.94649,0.94021,0.8875,0.995,0.91578,0.37061,0.53245,0.4685,0.79941,0.000173313,0.000173313,0.000173313
75,586.688,0.40564,0.67137,0.66745,0.81989,0.81661,0.97437,0.995,0.96024,0.81661,0.97437,0.995,0.93284,0.36229,0.53149,0.44151,0.79806,0.000167125,0.000167125,0.000167125
76,594.762,0.39959,0.66425,0.66125,0.82294,0.89139,0.94462,0.995,0.95619,0.89139,0.94462,0.995,0.92507,0.36082,0.52017,0.42983,0.79839,0.000160938,0.000160938,0.000160938
77,602.335,0.40414,0.6612,0.69092,0.81072,0.85617,0.94312,0.995,0.9569,0.85617,0.94312,0.995,0.93572,0.36014,0.51951,0.44281,0.79899,0.00015475,0.00015475,0.00015475
78,609.858,0.39284,0.65026,0.69901,0.81658,0.83987,0.95264,0.98111,0.93719,0.83987,0.95264,0.98111,0.93361,0.3706,0.52361,0.44268,0.80111,0.000148563,0.000148563,0.000148563
79,617.967,0.43782,0.72258,0.7104,0.82602,0.86679,0.95106,0.98111,0.93283,0.86679,0.95106,0.98111,0.91911,0.37002,0.51314,0.45036,0.798,0.000142375,0.000142375,0.000142375
80,625.152,0.41372,0.67826,0.69687,0.82249,0.90984,0.95476,0.98111,0.94259,0.90984,0.95476,0.98111,0.92147,0.36815,0.51965,0.42513,0.79738,0.000136187,0.000136187,0.000136187
81,633.166,0.38776,0.64728,0.66441,0.81791,0.92824,0.95284,0.98111,0.93515,0.92824,0.95284,0.98111,0.93371,0.36652,0.524,0.39614,0.79848,0.00013,0.00013,0.00013
82,640.286,0.38872,0.6253,0.63811,0.81826,0.94755,0.94559,0.995,0.95067,0.94755,0.94559,0.995,0.94329,0.36803,0.5153,0.39249,0.8009,0.000123812,0.000123812,0.000123812
83,648.331,0.38884,0.63972,0.63404,0.8197,0.93193,0.93617,0.995,0.94803,0.93193,0.93617,0.995,0.94104,0.40222,0.51357,0.44064,0.80677,0.000117625,0.000117625,0.000117625
84,656.631,0.41029,0.6763,0.68272,0.81744,0.8854,0.93981,0.98111,0.92867,0.8854,0.93981,0.98111,0.93227,0.38901,0.52275,0.47074,0.80531,0.000111438,0.000111438,0.000111438
85,663.689,0.40952,0.67169,0.7119,0.81509,0.87656,0.93952,0.995,0.95699,0.87656,0.93952,0.995,0.93848,0.37423,0.51809,0.46176,0.80234,0.00010525,0.00010525,0.00010525
86,671.844,0.38402,0.65925,0.70458,0.81842,0.83304,0.94517,0.98111,0.95242,0.83304,0.94517,0.98111,0.92162,0.36806,0.51246,0.45984,0.79866,9.90625e-05,9.90625e-05,9.90625e-05
87,678.91,0.38146,0.63932,0.63722,0.81112,0.85652,0.94366,0.98111,0.94757,0.85652,0.94366,0.98111,0.92484,0.36786,0.51214,0.45506,0.79861,9.2875e-05,9.2875e-05,9.2875e-05
88,687.111,0.37347,0.63817,0.63609,0.80249,0.84925,0.9469,0.98111,0.94991,0.84925,0.9469,0.98111,0.92976,0.37012,0.50878,0.43652,0.80102,8.66875e-05,8.66875e-05,8.66875e-05
89,695.238,0.38291,0.6117,0.65061,0.81146,0.87142,0.94921,0.98111,0.95073,0.87142,0.94921,0.98111,0.93892,0.36776,0.50863,0.41628,0.80063,8.05e-05,8.05e-05,8.05e-05
90,702.377,0.37332,0.64454,0.65247,0.81679,0.96088,0.92516,0.995,0.95834,0.96088,0.92516,0.995,0.9485,0.35904,0.50965,0.3988,0.80176,7.43125e-05,7.43125e-05,7.43125e-05
91,712.903,0.323,0.611,0.572,0.77955,0.96103,0.91786,0.995,0.95518,0.96103,0.91786,0.995,0.9271,0.35843,0.51188,0.40293,0.79979,6.8125e-05,6.8125e-05,6.8125e-05
92,720.427,0.30734,0.58269,0.56508,0.79392,0.92939,0.93864,0.995,0.96602,0.92939,0.93864,0.995,0.93681,0.35687,0.51071,0.41846,0.79521,6.19375e-05,6.19375e-05,6.19375e-05
93,727.569,0.32029,0.61224,0.57351,0.79221,0.87723,0.94244,0.995,0.97042,0.87723,0.94244,0.995,0.9411,0.35606,0.51147,0.42433,0.79448,5.575e-05,5.575e-05,5.575e-05
94,735.838,0.31535,0.61235,0.54974,0.78149,0.85746,0.94587,0.995,0.95878,0.85746,0.94587,0.995,0.9321,0.35187,0.51069,0.40923,0.79582,4.95625e-05,4.95625e-05,4.95625e-05
95,742.529,0.30827,0.59708,0.54508,0.79177,0.83481,0.94851,0.995,0.97595,0.83481,0.94851,0.995,0.92596,0.35224,0.50719,0.40574,0.79669,4.3375e-05,4.3375e-05,4.3375e-05
96,750.241,0.30702,0.58196,0.54228,0.78407,0.84838,0.94521,0.995,0.97597,0.84838,0.94521,0.995,0.92344,0.35557,0.50606,0.40688,0.79829,3.71875e-05,3.71875e-05,3.71875e-05
97,757.014,0.30127,0.57866,0.5445,0.79368,0.85277,0.9444,0.995,0.97244,0.85277,0.9444,0.995,0.92383,0.35707,0.50497,0.39482,0.79861,3.1e-05,3.1e-05,3.1e-05
98,764.817,0.30219,0.58206,0.52828,0.78616,0.85137,0.94493,0.995,0.95989,0.85137,0.94493,0.995,0.91813,0.36285,0.50446,0.38754,0.79856,2.48125e-05,2.48125e-05,2.48125e-05
99,771.917,0.30426,0.58722,0.53245,0.78589,0.8608,0.94487,0.995,0.97314,0.8608,0.94487,0.995,0.9202,0.36568,0.5045,0.39579,0.79892,1.8625e-05,1.8625e-05,1.8625e-05
100,779.227,0.29249,0.58009,0.53402,0.77819,0.85119,0.94685,0.995,0.96483,0.85119,0.94685,0.995,0.92451,0.36198,0.50364,0.39606,0.79876,1.24375e-05,1.24375e-05,1.24375e-05
