epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,129.046,1.49802,1.91286,1.44166,0.39811,0.68786,0.5597,0.26124,1.57977,1.84106,1.48846,0.0007327,0.0007327,0.0007327
29,133.059,1.44969,1.77197,1.37185,0.35589,0.64612,0.41627,0.17547,1.6641,2.07124,1.59101,0.0007228,0.0007228,0.0007228
30,138.184,1.44055,1.8284,1.3914,0.56451,0.588,0.60047,0.24226,1.61313,1.71173,1.49716,0.0007129,0.0007129,0.0007129
31,142.27,1.45644,1.77204,1.37656,0.42035,0.59484,0.5534,0.21738,1.74082,1.89959,1.54355,0.000703,0.000703,0.000703
32,146.33,1.44095,1.73644,1.35248,0.44897,0.83954,0.65163,0.34362,1.47306,1.52908,1.41593,0.0006931,0.0006931,0.0006931
33,151.527,1.4663,1.8198,1.39052,0.47179,0.73465,0.65858,0.33385,1.54446,1.71742,1.44305,0.0006832,0.0006832,0.0006832
34,155.581,1.3894,1.66754,1.35543,0.42394,0.64563,0.54249,0.21677,1.73621,1.76629,1.54134,0.0006733,0.0006733,0.0006733
35,159.819,1.42597,1.64037,1.34684,0.45623,0.62097,0.57077,0.23738,1.71859,1.9137,1.53757,0.0006634,0.0006634,0.0006634
36,165.077,1.38452,1.61847,1.31773,0.45833,0.63318,0.61332,0.32488,1.55784,1.70805,1.42264,0.0006535,0.0006535,0.0006535
37,169.057,1.38117,1.66937,1.33818,0.5193,0.83862,0.64301,0.32375,1.55215,1.6054,1.44006,0.0006436,0.0006436,0.0006436
38,173.078,1.43481,1.63637,1.35462,0.59228,0.73187,0.65536,0.26858,1.87611,1.71753,1.61475,0.0006337,0.0006337,0.0006337
39,178.026,1.38427,1.64865,1.37604,0.39209,0.55851,0.52498,0.22003,1.70159,1.87783,1.51473,0.0006238,0.0006238,0.0006238
40,182.013,1.34006,1.53958,1.30741,0.379,0.6654,0.54068,0.23327,1.72749,1.88632,1.51724,0.0006139,0.0006139,0.0006139
41,186.047,1.36521,1.48775,1.31147,0.46925,0.73502,0.60942,0.27642,1.69303,1.91339,1.52257,0.000604,0.000604,0.000604
42,191.097,1.26744,1.5245,1.26802,0.51369,0.43968,0.50516,0.25184,1.68397,2.01025,1.5023,0.0005941,0.0005941,0.0005941
43,195.108,1.36511,1.54764,1.35757,0.42,0.80487,0.53163,0.27061,1.57779,1.78363,1.51099,0.0005842,0.0005842,0.0005842
44,199.087,1.3762,1.54124,1.32752,0.48422,0.7986,0.67116,0.28025,1.56575,1.69907,1.5139,0.0005743,0.0005743,0.0005743
45,204.129,1.28795,1.44679,1.27246,0.4227,0.6692,0.53453,0.24462,1.70913,1.88737,1.57633,0.0005644,0.0005644,0.0005644
46,208.193,1.29659,1.51083,1.30038,0.32252,0.47259,0.42472,0.16326,1.86687,2.20576,1.64521,0.0005545,0.0005545,0.0005545
47,212.317,1.32757,1.57123,1.32907,0.36145,0.69684,0.56599,0.24595,1.7968,1.93494,1.61716,0.0005446,0.0005446,0.0005446
48,217.218,1.31381,1.39474,1.28178,0.51638,0.57539,0.63617,0.25643,1.70572,1.77132,1.57984,0.0005347,0.0005347,0.0005347
49,221.252,1.28565,1.38508,1.27392,0.45393,0.66306,0.58798,0.26899,1.54064,1.69442,1.48817,0.0005248,0.0005248,0.0005248
50,225.668,1.28952,1.34553,1.2556,0.43731,0.7308,0.62685,0.31271,1.40075,1.56559,1.42621,0.0005149,0.0005149,0.0005149
51,230.323,1.28851,1.34202,1.26212,0.47585,0.64847,0.62526,0.27469,1.6832,1.66522,1.61571,0.000505,0.000505,0.000505
52,234.38,1.28764,1.35735,1.26465,0.60623,0.72101,0.72717,0.34623,1.62405,1.49313,1.59107,0.0004951,0.0004951,0.0004951
53,238.816,1.2286,1.3141,1.23622,0.55795,0.67785,0.67849,0.32826,1.67419,1.54762,1.61427,0.0004852,0.0004852,0.0004852
54,243.422,1.23904,1.4344,1.25953,0.40861,0.40889,0.47812,0.21544,1.87385,2.14534,1.70635,0.0004753,0.0004753,0.0004753
55,247.357,1.22197,1.31208,1.22862,0.63302,0.60942,0.69802,0.29463,1.63098,1.79641,1.55388,0.0004654,0.0004654,0.0004654
56,251.644,1.29539,1.37132,1.2942,0.42059,0.67528,0.52299,0.24677,1.81711,1.71573,1.67679,0.0004555,0.0004555,0.0004555
57,256.314,1.22101,1.29504,1.25722,0.59962,0.77764,0.72911,0.29035,1.66443,1.61359,1.59366,0.0004456,0.0004456,0.0004456
58,260.302,1.24673,1.31334,1.26901,0.42456,0.64218,0.52041,0.20417,1.93924,1.9015,1.72249,0.0004357,0.0004357,0.0004357
59,264.591,1.27513,1.34488,1.27071,0.69883,0.70829,0.80811,0.3261,1.56332,1.58216,1.51078,0.0004258,0.0004258,0.0004258
60,269.302,1.26226,1.36861,1.27497,0.56488,0.62651,0.71143,0.28324,1.85091,1.80952,1.6703,0.0004159,0.0004159,0.0004159
61,273.207,1.30459,1.38828,1.28592,0.6616,0.62133,0.71571,0.30371,1.75164,1.68841,1.6337,0.000406,0.000406,0.000406
62,277.48,1.2206,1.30239,1.24519,0.65579,0.73817,0.75194,0.37121,1.4625,1.54697,1.50397,0.0003961,0.0003961,0.0003961
63,282.175,1.19206,1.2737,1.21419,0.56001,0.67277,0.65215,0.2761,1.61885,1.91841,1.54734,0.0003862,0.0003862,0.0003862
64,286.221,1.20653,1.29203,1.22528,0.427,0.62292,0.54724,0.24837,1.68709,1.91318,1.56439,0.0003763,0.0003763,0.0003763
65,290.357,1.20527,1.32331,1.2298,0.6163,0.69196,0.70284,0.33721,1.57829,1.5252,1.5254,0.0003664,0.0003664,0.0003664
66,295.275,1.15848,1.21717,1.19613,0.71067,0.8259,0.82601,0.33551,1.64423,1.50107,1.60068,0.0003565,0.0003565,0.0003565
67,299.261,1.30598,1.30569,1.26846,0.54951,0.7338,0.68251,0.25541,1.84715,1.79335,1.71542,0.0003466,0.0003466,0.0003466
68,303.595,1.17077,1.22559,1.20865,0.62811,0.77392,0.72884,0.29308,1.78275,1.71798,1.69429,0.0003367,0.0003367,0.0003367
69,308.595,1.12483,1.17261,1.18109,0.66849,0.75397,0.74544,0.34971,1.6462,1.41172,1.64728,0.0003268,0.0003268,0.0003268
70,312.77,1.16717,1.15178,1.19128,0.54423,0.76805,0.68971,0.30972,1.79138,1.55575,1.68174,0.0003169,0.0003169,0.0003169
71,317.318,1.16215,1.21378,1.20255,0.5976,0.7072,0.69787,0.31844,1.71428,1.53959,1.61592,0.000307,0.000307,0.000307
72,321.984,1.15787,1.2154,1.21554,0.70271,0.68857,0.80947,0.33143,1.70856,1.66478,1.60422,0.0002971,0.0002971,0.0002971
73,326.03,1.13631,1.16349,1.17693,0.74671,0.71071,0.81853,0.31475,1.78482,1.65123,1.66599,0.0002872,0.0002872,0.0002872
74,330.485,1.14992,1.16358,1.17083,0.65872,0.90293,0.81628,0.3375,1.68973,1.4728,1.66033,0.0002773,0.0002773,0.0002773
75,335.014,1.17088,1.15422,1.20272,0.7028,0.79343,0.81347,0.3676,1.55486,1.47551,1.59239,0.0002674,0.0002674,0.0002674
76,339.048,1.12278,1.19287,1.19764,0.69146,0.74773,0.72003,0.38203,1.45356,1.45016,1.60198,0.0002575,0.0002575,0.0002575
77,343.841,1.14619,1.14432,1.17546,0.66072,0.74106,0.75289,0.3534,1.58183,1.53789,1.67582,0.0002476,0.0002476,0.0002476
78,348.193,1.1131,1.10969,1.174,0.64668,0.72601,0.75011,0.25829,1.85318,1.90599,1.71663,0.0002377,0.0002377,0.0002377
79,352.149,1.14753,1.14062,1.20931,0.67579,0.7818,0.76591,0.29745,1.68961,1.72349,1.66149,0.0002278,0.0002278,0.0002278
80,357.168,1.13283,1.1089,1.18626,0.61976,0.80887,0.77621,0.31855,1.64564,1.61651,1.63722,0.0002179,0.0002179,0.0002179
81,361.256,1.09241,1.0435,1.14738,0.6403,0.8195,0.79268,0.35062,1.58764,1.41358,1.62108,0.000208,0.000208,0.000208
82,365.306,1.06971,1.07374,1.17285,0.63697,0.78421,0.73634,0.27614,1.79302,1.73422,1.72147,0.0001981,0.0001981,0.0001981
83,370.26,1.07095,1.02243,1.12429,0.65723,0.75478,0.75605,0.2919,1.76933,1.75474,1.714,0.0001882,0.0001882,0.0001882
84,374.468,1.09151,1.04285,1.1574,0.61226,0.72482,0.74002,0.30325,1.77993,1.68685,1.72583,0.0001783,0.0001783,0.0001783
85,378.49,1.04572,1.06539,1.15951,0.60015,0.81539,0.74495,0.28912,1.75417,1.53635,1.73302,0.0001684,0.0001684,0.0001684
86,383.494,1.08435,1.04031,1.17091,0.61129,0.84825,0.74097,0.31022,1.6598,1.43626,1.73391,0.0001585,0.0001585,0.0001585
87,387.645,1.06479,1.03232,1.15099,0.71377,0.68505,0.76809,0.30841,1.68663,1.47669,1.70006,0.0001486,0.0001486,0.0001486
88,391.628,1.0459,1.00882,1.13864,0.69714,0.61045,0.70975,0.25468,1.97344,1.76149,1.84414,0.0001387,0.0001387,0.0001387
89,396.64,1.05452,1.04254,1.14973,0.81641,0.70673,0.83355,0.30822,1.91774,1.70128,1.79307,0.0001288,0.0001288,0.0001288
90,400.824,0.98601,1.05189,1.15249,0.66569,0.81887,0.82607,0.3489,1.64006,1.46172,1.65788,0.0001189,0.0001189,0.0001189
91,406.592,0.96205,0.9607,1.14831,0.66828,0.84747,0.82318,0.38683,1.48727,1.29211,1.59295,0.000109,0.000109,0.000109
92,411.712,0.95425,0.91519,1.1145,0.69073,0.80969,0.80757,0.43425,1.40252,1.24804,1.55512,9.91e-05,9.91e-05,9.91e-05
93,415.732,0.93579,0.9393,1.13072,0.66118,0.80854,0.81246,0.43519,1.409,1.27611,1.53759,8.92e-05,8.92e-05,8.92e-05
94,419.659,0.96336,0.93959,1.14043,0.69062,0.85415,0.8688,0.45018,1.48806,1.28823,1.56464,7.93e-05,7.93e-05,7.93e-05
95,424.786,0.95432,0.94988,1.13154,0.65659,0.92088,0.86019,0.41289,1.53984,1.27095,1.59076,6.94e-05,6.94e-05,6.94e-05
96,428.683,0.90927,0.91952,1.11984,0.6948,0.87887,0.8443,0.41657,1.54681,1.26539,1.60923,5.95e-05,5.95e-05,5.95e-05
97,432.649,0.90736,0.88361,1.12335,0.70049,0.85105,0.84234,0.40792,1.51604,1.28673,1.60491,4.96e-05,4.96e-05,4.96e-05
98,437.449,0.90674,0.86204,1.1182,0.70195,0.84192,0.82549,0.39076,1.53568,1.331,1.61794,3.97e-05,3.97e-05,3.97e-05
99,441.408,0.91718,0.91237,1.13625,0.68632,0.81242,0.82727,0.37031,1.56876,1.33649,1.63388,2.98e-05,2.98e-05,2.98e-05
100,445.279,0.92412,0.89366,1.11451,0.70419,0.80316,0.85311,0.38608,1.58853,1.33165,1.64377,1.99e-05,1.99e-05,1.99e-05
