epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,189.508,1.60369,1.56689,1.18833,0.51533,0.72296,0.60899,0.31408,1.60768,1.25638,1.16253,0.000512324,0.000512324,0.000512324
28,195.44,1.56804,1.57782,1.16552,0.50651,0.65971,0.59665,0.31204,1.52549,1.41754,1.1597,0.000509414,0.000509414,0.000509414
29,202.64,1.60045,1.5652,1.18247,0.47325,0.68887,0.54774,0.27098,1.58563,1.44284,1.16915,0.000506503,0.000506503,0.000506503
30,210.192,1.48068,2.01339,1.1072,0.52959,0.65708,0.6263,0.31001,1.61903,1.35304,1.17518,0.000503593,0.000503593,0.000503593
31,218.344,1.48321,1.60819,1.15667,0.48077,0.72619,0.6237,0.32543,1.5528,1.33738,1.1517,0.000500682,0.000500682,0.000500682
32,224.463,1.66841,1.606,1.27426,0.5111,0.68361,0.6491,0.35557,1.52988,1.24359,1.1486,0.000497771,0.000497771,0.000497771
33,232.083,1.54396,1.468,1.1578,0.6009,0.73108,0.67648,0.3592,1.51603,1.16853,1.12525,0.000494861,0.000494861,0.000494861
34,238.257,1.53533,1.71882,1.21259,0.58079,0.68424,0.66732,0.35779,1.48641,1.26081,1.11209,0.00049195,0.00049195,0.00049195
35,245.912,1.51525,1.49072,1.14816,0.56884,0.73864,0.67855,0.36152,1.5461,1.1894,1.14312,0.00048904,0.00048904,0.00048904
36,252.268,1.53112,1.46696,1.15671,0.56352,0.7185,0.65629,0.3493,1.55664,1.19553,1.14548,0.000486129,0.000486129,0.000486129
37,259.51,1.49604,1.45018,1.15141,0.5667,0.63188,0.65315,0.35046,1.50253,1.18535,1.13071,0.000483218,0.000483218,0.000483218
38,265.719,1.53152,1.47171,1.15071,0.5403,0.74645,0.68426,0.37192,1.51737,1.17163,1.14303,0.000480308,0.000480308,0.000480308
39,272.438,1.52422,1.38594,1.15427,0.59751,0.73784,0.70959,0.38879,1.49998,1.15261,1.14053,0.000477397,0.000477397,0.000477397
40,279.287,1.59376,1.63105,1.2761,0.60945,0.71356,0.70421,0.3933,1.4777,1.12727,1.14334,0.000474487,0.000474487,0.000474487
41,285.664,1.50389,1.35827,1.14686,0.57586,0.7053,0.71339,0.35636,1.6222,1.14783,1.18179,0.000471576,0.000471576,0.000471576
42,292.794,1.4987,1.3552,1.14881,0.59643,0.72207,0.69453,0.36933,1.57425,1.15857,1.15669,0.000468665,0.000468665,0.000468665
43,299.397,1.53663,1.35692,1.15717,0.63472,0.73311,0.73065,0.40445,1.53584,1.04888,1.1466,0.000465755,0.000465755,0.000465755
44,306.853,1.51529,1.38203,1.14696,0.67736,0.63003,0.72744,0.40373,1.50356,1.10259,1.1391,0.000462844,0.000462844,0.000462844
45,312.923,1.46691,1.30166,1.11906,0.61864,0.79125,0.73611,0.40088,1.50959,1.07538,1.13917,0.000459934,0.000459934,0.000459934
46,320.634,1.42992,1.31896,1.13874,0.60568,0.76124,0.71623,0.39554,1.54069,1.03396,1.15255,0.000457023,0.000457023,0.000457023
47,326.799,1.48872,1.35244,1.1244,0.55983,0.72126,0.69207,0.36172,1.54435,1.05907,1.14944,0.000454112,0.000454112,0.000454112
48,334.586,1.43908,1.37277,1.16788,0.65445,0.73549,0.75259,0.40572,1.53168,1.05722,1.13558,0.000451202,0.000451202,0.000451202
49,340.668,1.47696,1.30328,1.14358,0.61995,0.72327,0.74072,0.41677,1.50786,1.10404,1.13358,0.000448291,0.000448291,0.000448291
50,348.884,1.45707,1.23531,1.1277,0.64144,0.75583,0.75886,0.42554,1.46532,1.06729,1.1193,0.000445381,0.000445381,0.000445381
51,355.516,1.47192,1.37814,1.14743,0.61102,0.79268,0.73403,0.36935,1.6028,1.095,1.16539,0.00044247,0.00044247,0.00044247
52,363.315,1.45176,1.32881,1.12021,0.5986,0.68249,0.70668,0.3752,1.5769,1.19111,1.1618,0.000439559,0.000439559,0.000439559
53,369.484,1.46886,1.38142,1.18868,0.6899,0.66509,0.71979,0.41242,1.45692,1.08614,1.11819,0.000436649,0.000436649,0.000436649
54,377.448,1.46288,1.20639,1.10583,0.64302,0.71237,0.73777,0.38922,1.54998,1.14457,1.14232,0.000433738,0.000433738,0.000433738
55,383.566,1.42606,1.18421,1.12545,0.65178,0.7599,0.7657,0.4284,1.45449,1.02296,1.11692,0.000430828,0.000430828,0.000430828
56,392.408,1.43322,1.2267,1.1113,0.72133,0.74043,0.76889,0.42511,1.4576,1.08554,1.10521,0.000427917,0.000427917,0.000427917
57,398.833,1.50272,1.22778,1.15201,0.65471,0.84008,0.78042,0.44537,1.44568,0.99354,1.11554,0.000425006,0.000425006,0.000425006
58,406.717,1.41164,1.23834,1.11604,0.63513,0.75346,0.76565,0.39284,1.61226,1.06347,1.16764,0.000422096,0.000422096,0.000422096
59,412.829,1.45856,1.2099,1.12549,0.69671,0.74154,0.7606,0.42873,1.49926,1.02913,1.13393,0.000419185,0.000419185,0.000419185
60,420.634,1.45469,1.23107,1.13627,0.60575,0.783,0.76302,0.40716,1.51392,1.01393,1.14072,0.000416275,0.000416275,0.000416275
61,426.591,1.44266,1.17548,1.10904,0.62696,0.75658,0.75713,0.38972,1.5729,1.03177,1.15698,0.000413364,0.000413364,0.000413364
62,435.336,1.30867,1.45538,1.06478,0.67099,0.7623,0.77228,0.43613,1.4797,0.97241,1.13168,0.000410453,0.000410453,0.000410453
63,441.613,1.43485,1.16691,1.1168,0.71971,0.73074,0.77746,0.44169,1.4891,1.00881,1.13691,0.000407543,0.000407543,0.000407543
64,449.908,1.47181,1.23034,1.10793,0.6658,0.76432,0.7617,0.38813,1.62764,1.06393,1.17745,0.000404632,0.000404632,0.000404632
65,456.051,1.40925,1.28419,1.1109,0.68601,0.79507,0.78807,0.44536,1.43141,1.03482,1.12186,0.000401722,0.000401722,0.000401722
66,463.778,1.38807,1.08081,1.09682,0.69281,0.72764,0.77857,0.40251,1.57745,1.0063,1.16824,0.000398811,0.000398811,0.000398811
67,470.566,1.37468,1.11653,1.09989,0.65649,0.85516,0.77571,0.41425,1.50274,1.02278,1.1461,0.0003959,0.0003959,0.0003959
68,478.552,1.32934,1.12555,1.08033,0.63663,0.74376,0.74273,0.39938,1.55756,1.02482,1.16033,0.00039299,0.00039299,0.00039299
69,486.123,1.37442,1.19781,1.10708,0.64233,0.72398,0.73658,0.40339,1.51017,1.04837,1.14983,0.000390079,0.000390079,0.000390079
70,493.729,1.35523,1.11193,1.0901,0.66323,0.71403,0.73954,0.39998,1.54993,1.0602,1.16786,0.000387169,0.000387169,0.000387169
71,500.282,1.32159,1.04743,1.09347,0.6713,0.7866,0.77852,0.43964,1.48389,0.95925,1.13971,0.000384258,0.000384258,0.000384258
72,507.856,1.32562,1.07547,1.07949,0.65421,0.78521,0.7478,0.4241,1.47549,1.02298,1.13604,0.000381347,0.000381347,0.000381347
73,514.179,1.39179,1.11105,1.10088,0.68643,0.76122,0.78016,0.41796,1.56495,1.00588,1.16681,0.000378437,0.000378437,0.000378437
74,521.93,1.34292,1.12537,1.0903,0.71622,0.77062,0.78729,0.42408,1.52615,1.01902,1.1525,0.000375526,0.000375526,0.000375526
75,528.099,1.3686,1.11845,1.1273,0.70037,0.79662,0.79602,0.44428,1.50204,0.99173,1.14289,0.000372616,0.000372616,0.000372616
76,536.272,1.35032,1.09351,1.09136,0.70575,0.76636,0.79023,0.41466,1.53931,0.99994,1.15538,0.000369705,0.000369705,0.000369705
77,542.444,1.31603,1.06241,1.07973,0.69014,0.80748,0.77962,0.44317,1.46866,0.9919,1.12213,0.000366794,0.000366794,0.000366794
78,550.562,1.37891,1.13964,1.10885,0.63947,0.81266,0.78173,0.42038,1.54977,0.98889,1.15835,0.000363884,0.000363884,0.000363884
79,556.547,1.28745,1.047,1.08106,0.70217,0.78622,0.79469,0.42619,1.54205,0.98643,1.16484,0.000360973,0.000360973,0.000360973
80,564.694,1.33188,1.03736,1.08803,0.71404,0.70463,0.76787,0.42649,1.47053,0.99239,1.14509,0.000358063,0.000358063,0.000358063
81,572.069,1.38903,1.06736,1.0956,0.64538,0.84487,0.79245,0.44089,1.49408,0.99831,1.13806,0.000355152,0.000355152,0.000355152
82,579.614,1.33578,1.02759,1.10005,0.72523,0.78179,0.80477,0.4219,1.50072,0.98929,1.14053,0.000352241,0.000352241,0.000352241
83,585.703,1.34385,1.04034,1.08117,0.69555,0.78871,0.78175,0.40654,1.57557,0.98282,1.175,0.000349331,0.000349331,0.000349331
84,593.59,1.36014,1.0715,1.09183,0.7685,0.7445,0.80806,0.43288,1.52578,0.95978,1.14363,0.00034642,0.00034642,0.00034642
85,600.159,1.29749,1.02417,1.06797,0.69446,0.85084,0.80864,0.45913,1.47076,0.92566,1.1285,0.00034351,0.00034351,0.00034351
86,608.689,1.29327,1.01398,1.09115,0.70791,0.76566,0.77688,0.43804,1.44351,0.94533,1.11978,0.000340599,0.000340599,0.000340599
87,614.75,1.33195,1.10924,1.14065,0.7003,0.78544,0.77822,0.43638,1.45716,0.94572,1.12384,0.000337688,0.000337688,0.000337688
88,622.738,1.24191,1.23571,1.01605,0.69876,0.79156,0.78631,0.4284,1.46582,0.9571,1.13133,0.000334778,0.000334778,0.000334778
89,628.792,1.30762,1.00893,1.07453,0.75018,0.71699,0.76861,0.41541,1.53241,0.9932,1.15316,0.000331867,0.000331867,0.000331867
90,636.923,1.28142,0.99459,1.0613,0.68288,0.83063,0.79919,0.42327,1.52987,0.9847,1.15408,0.000328957,0.000328957,0.000328957
91,642.899,1.31749,1.05941,1.08651,0.73396,0.76365,0.80613,0.43646,1.50568,0.92857,1.15693,0.000326046,0.000326046,0.000326046
92,650.552,1.28226,1.00272,1.06935,0.73954,0.78094,0.81465,0.45327,1.45842,0.91709,1.12494,0.000323135,0.000323135,0.000323135
93,656.595,1.23288,0.99305,1.06934,0.74998,0.8003,0.81518,0.43609,1.47216,0.93395,1.13475,0.000320225,0.000320225,0.000320225
94,664.375,1.28981,0.99424,1.06792,0.74293,0.77393,0.81335,0.45117,1.46968,0.90604,1.14603,0.000317314,0.000317314,0.000317314
95,672.275,1.28365,0.98131,1.06549,0.71645,0.81554,0.81551,0.45374,1.5001,0.92378,1.1447,0.000314404,0.000314404,0.000314404
96,679.925,1.23243,1.00109,1.04974,0.74019,0.81121,0.81661,0.48387,1.40639,0.87127,1.11644,0.000311493,0.000311493,0.000311493
97,686.054,1.27746,0.99203,1.0897,0.69718,0.86122,0.81446,0.42627,1.53337,0.93285,1.14592,0.000308582,0.000308582,0.000308582
98,694.041,1.27056,0.99455,1.05179,0.72439,0.83908,0.81713,0.45654,1.44577,0.88126,1.12265,0.000305672,0.000305672,0.000305672
99,700.365,1.29032,0.96558,1.05567,0.78984,0.78262,0.82154,0.4628,1.45297,0.88843,1.11911,0.000302761,0.000302761,0.000302761
100,708.543,1.27518,0.93981,1.07211,0.72724,0.82238,0.81544,0.46031,1.50828,0.89052,1.147,0.000299851,0.000299851,0.000299851
101,714.748,1.32059,0.98889,1.07674,0.74693,0.79312,0.81978,0.45738,1.48225,0.91301,1.13914,0.00029694,0.00029694,0.00029694
102,722.725,1.27816,0.97718,1.06822,0.7264,0.84774,0.82855,0.44299,1.49654,0.9313,1.13992,0.000294029,0.000294029,0.000294029
103,728.912,1.27835,0.99977,1.06032,0.74323,0.801,0.79259,0.43471,1.51381,1.0091,1.14111,0.000291119,0.000291119,0.000291119
104,737.044,1.26465,0.93327,1.07127,0.76353,0.83618,0.82477,0.46606,1.48036,0.91539,1.13731,0.000288208,0.000288208,0.000288208
105,743.174,1.20973,0.92384,1.0359,0.77112,0.80795,0.84333,0.45873,1.55663,0.88285,1.16594,0.000285298,0.000285298,0.000285298
106,752.727,1.26576,0.99201,1.06385,0.71133,0.86664,0.82408,0.44888,1.51868,0.88745,1.15075,0.000282387,0.000282387,0.000282387
107,759.186,1.2066,0.9588,1.07625,0.70622,0.83803,0.80798,0.44833,1.48329,0.91881,1.14881,0.000279476,0.000279476,0.000279476
108,767.07,1.20704,0.92812,1.04578,0.7156,0.81401,0.83228,0.44935,1.50704,0.91516,1.14441,0.000276566,0.000276566,0.000276566
109,773.482,1.27991,0.9353,1.04957,0.68703,0.85326,0.82308,0.41207,1.59969,0.9449,1.17908,0.000273655,0.000273655,0.000273655
110,781.55,1.20043,0.92149,1.03052,0.7526,0.7778,0.82074,0.47125,1.43375,0.89796,1.12089,0.000270745,0.000270745,0.000270745
111,787.725,1.13174,1.07575,0.98069,0.74058,0.8385,0.83686,0.47275,1.45294,0.86846,1.12349,0.000267834,0.000267834,0.000267834
112,795.594,1.2589,0.98676,1.11607,0.79373,0.77696,0.83519,0.46357,1.49851,0.88397,1.14113,0.000264923,0.000264923,0.000264923
113,802.25,1.23071,0.92108,1.03561,0.7427,0.82659,0.84095,0.47354,1.48998,0.88925,1.14932,0.000262013,0.000262013,0.000262013
114,810.53,1.24553,0.94146,1.0679,0.75229,0.80795,0.82312,0.4482,1.52363,0.92082,1.15455,0.000259102,0.000259102,0.000259102
115,816.721,1.20104,0.88776,1.03424,0.7541,0.84636,0.83379,0.44072,1.53737,0.91897,1.15566,0.000256192,0.000256192,0.000256192
116,824.495,1.22405,0.89294,1.03644,0.77429,0.84779,0.85172,0.47155,1.49175,0.89965,1.12934,0.000253281,0.000253281,0.000253281
117,830.643,1.2166,0.87733,1.03139,0.76807,0.83141,0.8566,0.4809,1.45708,0.8836,1.12537,0.00025037,0.00025037,0.00025037
118,839.446,1.19155,0.86321,1.02668,0.72115,0.85229,0.84029,0.44442,1.51892,0.89471,1.15823,0.00024746,0.00024746,0.00024746
119,845.627,1.14338,0.92329,1.01883,0.70485,0.85439,0.82681,0.45508,1.47723,0.88428,1.13769,0.000244549,0.000244549,0.000244549
120,853.394,1.21501,0.88057,1.02897,0.7366,0.79765,0.81281,0.44316,1.52699,0.90837,1.1664,0.000241639,0.000241639,0.000241639
121,859.401,1.18535,0.86762,1.03218,0.73148,0.87007,0.8286,0.42888,1.56237,0.92432,1.16881,0.000238728,0.000238728,0.000238728
122,867.192,1.21528,0.98182,1.08396,0.79481,0.80759,0.82239,0.4466,1.50204,0.88721,1.16337,0.000235817,0.000235817,0.000235817
123,873.764,1.16546,0.8613,1.02539,0.76215,0.82856,0.83898,0.45272,1.51582,0.87658,1.15821,0.000232907,0.000232907,0.000232907
124,881.469,1.23506,0.91282,1.03368,0.76945,0.79539,0.81918,0.44932,1.50147,0.89714,1.17587,0.000229996,0.000229996,0.000229996
125,887.488,1.20374,0.91719,1.03462,0.7369,0.83338,0.82895,0.45506,1.50279,0.87929,1.15102,0.000227086,0.000227086,0.000227086
126,895.086,1.17927,0.8779,1.03745,0.73693,0.81671,0.83427,0.44575,1.53799,0.85672,1.15558,0.000224175,0.000224175,0.000224175
127,901.143,1.15809,0.86682,1.01867,0.76008,0.81467,0.84147,0.44253,1.53768,0.88153,1.15208,0.000221264,0.000221264,0.000221264
128,909.434,1.23468,0.89486,1.02882,0.77003,0.79757,0.83255,0.45853,1.50495,0.87931,1.15319,0.000218354,0.000218354,0.000218354
129,915.711,1.18793,0.88103,1.07039,0.73198,0.83893,0.83081,0.43044,1.58035,0.9071,1.17767,0.000215443,0.000215443,0.000215443
130,923.259,1.1554,0.87802,1.02146,0.72312,0.8422,0.82899,0.44321,1.5565,0.88092,1.17676,0.000212533,0.000212533,0.000212533
131,929.391,1.18559,0.88582,1.02642,0.78645,0.79679,0.8504,0.44564,1.55631,0.9009,1.17684,0.000209622,0.000209622,0.000209622
132,936.774,1.16268,0.87526,1.04431,0.74328,0.84936,0.84567,0.45598,1.52896,0.91069,1.16151,0.000206711,0.000206711,0.000206711
133,944.297,1.17177,0.85817,1.01772,0.80579,0.82169,0.84661,0.46607,1.52065,0.86336,1.16524,0.000203801,0.000203801,0.000203801
134,952.05,1.18492,0.87028,1.03822,0.77262,0.82057,0.86012,0.47142,1.49613,0.82872,1.16347,0.00020089,0.00020089,0.00020089
135,958.019,1.15013,0.81044,1.00073,0.71277,0.89044,0.84959,0.47032,1.5122,0.84452,1.16292,0.00019798,0.00019798,0.00019798
136,965.163,1.1284,0.84606,1.01731,0.71387,0.87044,0.84263,0.44732,1.54737,0.8766,1.16921,0.000195069,0.000195069,0.000195069
137,971.874,1.15404,0.82494,1.00569,0.7738,0.81683,0.85224,0.44939,1.5443,0.89115,1.16615,0.000192158,0.000192158,0.000192158
138,978.853,1.13222,0.84111,1.00148,0.76205,0.8717,0.85714,0.46453,1.51135,0.86395,1.15374,0.000189248,0.000189248,0.000189248
139,985.737,1.13097,0.83967,0.99571,0.76583,0.85013,0.85277,0.44724,1.55101,0.87303,1.1622,0.000186337,0.000186337,0.000186337
140,992.436,1.14359,0.86928,1.03714,0.73268,0.84876,0.82035,0.43978,1.55383,0.87167,1.20174,0.000183427,0.000183427,0.000183427
141,999.544,1.13241,0.9168,1.02141,0.75906,0.83716,0.84442,0.44557,1.54241,0.89935,1.17656,0.000180516,0.000180516,0.000180516
142,1007.07,1.17493,0.96116,1.04617,0.76417,0.84039,0.83934,0.46119,1.48634,0.87423,1.13356,0.000177605,0.000177605,0.000177605
143,1014.02,1.12566,0.82179,1.01195,0.73129,0.85262,0.85412,0.48581,1.44591,0.83669,1.12886,0.000174695,0.000174695,0.000174695
144,1021.06,1.14466,0.92321,1.00476,0.76494,0.86813,0.84887,0.44406,1.566,0.86627,1.17543,0.000171784,0.000171784,0.000171784
145,1029.69,1.12022,0.77978,1.00527,0.78698,0.84816,0.83643,0.44776,1.52643,0.86424,1.15613,0.000168874,0.000168874,0.000168874
146,1035.81,1.10041,0.8322,0.9949,0.78131,0.82603,0.83748,0.43189,1.61612,0.88289,1.1915,0.000165963,0.000165963,0.000165963
147,1044.05,1.0829,0.81241,1.02039,0.8055,0.78401,0.83174,0.44761,1.55972,0.8572,1.20546,0.000163052,0.000163052,0.000163052
148,1050.36,1.12181,0.86201,1.00585,0.77119,0.80603,0.84245,0.47117,1.51315,0.83031,1.19647,0.000160142,0.000160142,0.000160142
149,1058.09,1.11619,0.79775,0.99468,0.765,0.86781,0.85017,0.45914,1.54257,0.84787,1.18056,0.000157231,0.000157231,0.000157231
150,1064.18,1.14032,0.82013,1.00548,0.76256,0.85115,0.85418,0.46174,1.50894,0.85489,1.16582,0.000154321,0.000154321,0.000154321
151,1072.02,1.06348,0.78323,0.98607,0.77539,0.81101,0.85305,0.46519,1.50385,0.83853,1.17396,0.00015141,0.00015141,0.00015141
152,1080.18,1.12664,0.83409,1.01549,0.774,0.83447,0.8388,0.45803,1.54367,0.84422,1.1941,0.000148499,0.000148499,0.000148499
153,1087.66,1.10618,0.79391,0.99942,0.77933,0.84637,0.84019,0.45426,1.54371,0.8622,1.17347,0.000145589,0.000145589,0.000145589
154,1093.86,1.13893,0.98321,1.04877,0.78343,0.83921,0.86061,0.46173,1.53178,0.85178,1.18961,0.000142678,0.000142678,0.000142678
155,1101.79,1.08545,0.76667,0.98516,0.80485,0.83673,0.87086,0.47693,1.51582,0.8261,1.19109,0.000139768,0.000139768,0.000139768
156,1108.82,1.08561,0.79389,0.99832,0.83118,0.79997,0.86356,0.44904,1.58582,0.85409,1.18963,0.000136857,0.000136857,0.000136857
157,1117.42,1.15888,0.81944,0.9989,0.79318,0.83331,0.86401,0.43221,1.63892,0.85636,1.21458,0.000133946,0.000133946,0.000133946
158,1124.37,1.13402,0.82062,1.0203,0.7597,0.82735,0.85017,0.45772,1.53325,0.83012,1.18841,0.000131036,0.000131036,0.000131036
159,1131.77,1.07696,0.77556,1.00162,0.74173,0.83372,0.85083,0.46166,1.51593,0.817,1.18034,0.000128125,0.000128125,0.000128125
160,1138.41,1.10317,0.79521,0.98045,0.70301,0.88627,0.86663,0.45725,1.52821,0.81708,1.17055,0.000125215,0.000125215,0.000125215
161,1146.83,1.076,0.78803,0.98946,0.81867,0.76738,0.86544,0.47392,1.52832,0.81053,1.17358,0.000122304,0.000122304,0.000122304
162,1156.81,1.08757,0.79432,1.04024,0.83949,0.75991,0.86484,0.45945,1.56256,0.82864,1.18201,0.000119393,0.000119393,0.000119393
163,1163.39,1.11833,0.87224,1.052,0.86693,0.75667,0.85787,0.46639,1.54431,0.82388,1.17859,0.000116483,0.000116483,0.000116483
164,1171.51,1.08996,0.83501,0.99732,0.76717,0.8415,0.86546,0.45731,1.57381,0.84114,1.18514,0.000113572,0.000113572,0.000113572
165,1177.84,1.0257,0.83422,1.00292,0.75423,0.83209,0.86093,0.47399,1.52441,0.82376,1.16555,0.000110662,0.000110662,0.000110662
166,1186.08,1.06783,0.76191,0.98698,0.7948,0.7883,0.84933,0.46773,1.5151,0.81463,1.17571,0.000107751,0.000107751,0.000107751
167,1192.27,1.14538,0.85157,1.06076,0.7896,0.78508,0.84813,0.46494,1.52158,0.81024,1.17938,0.00010484,0.00010484,0.00010484
168,1200.29,1.07644,0.78796,0.99104,0.74968,0.84578,0.85038,0.45658,1.53865,0.81604,1.19623,0.00010193,0.00010193,0.00010193
169,1206.78,1.10162,0.77692,0.98158,0.7956,0.81296,0.86882,0.46593,1.52858,0.82216,1.18628,9.90192e-05,9.90192e-05,9.90192e-05
170,1215.01,1.06777,0.79923,0.98488,0.76155,0.83527,0.86339,0.46083,1.54172,0.83173,1.19654,9.61086e-05,9.61086e-05,9.61086e-05
171,1221.11,1.08235,0.75933,1.01478,0.84873,0.79667,0.86631,0.47838,1.48909,0.80645,1.17965,9.3198e-05,9.3198e-05,9.3198e-05
172,1228.58,1.03249,0.73129,0.97359,0.80712,0.79758,0.85535,0.47776,1.49644,0.80647,1.17867,9.02874e-05,9.02874e-05,9.02874e-05
173,1235.08,1.07494,0.76925,0.98694,0.73026,0.87323,0.85842,0.47734,1.49994,0.80666,1.17583,8.73768e-05,8.73768e-05,8.73768e-05
174,1242.47,1.05906,0.75303,0.96479,0.73738,0.84862,0.85312,0.45946,1.54663,0.81908,1.19125,8.44662e-05,8.44662e-05,8.44662e-05
175,1249.66,1.05763,0.77555,0.98307,0.81512,0.8076,0.85349,0.47383,1.49816,0.81148,1.17391,8.15556e-05,8.15556e-05,8.15556e-05
176,1257.27,1.07808,0.7558,0.98151,0.77481,0.83443,0.85657,0.48391,1.49659,0.7922,1.18304,7.8645e-05,7.8645e-05,7.8645e-05
177,1263.65,1.07798,0.77378,0.99141,0.78293,0.84635,0.86043,0.48517,1.50261,0.78576,1.191,7.57344e-05,7.57344e-05,7.57344e-05
178,1270.9,1.02555,0.74064,0.96375,0.78882,0.81288,0.86269,0.47063,1.52744,0.80993,1.19817,7.28238e-05,7.28238e-05,7.28238e-05
179,1277.43,0.97085,0.81004,0.92772,0.81703,0.79692,0.86877,0.47192,1.49463,0.81716,1.16185,6.99132e-05,6.99132e-05,6.99132e-05
180,1285.34,1.03283,0.78929,0.96303,0.83423,0.77979,0.86859,0.46249,1.51035,0.8067,1.17048,6.70026e-05,6.70026e-05,6.70026e-05
181,1293.01,1.05613,0.74941,0.96552,0.78266,0.83867,0.86194,0.46545,1.52278,0.81122,1.17804,6.4092e-05,6.4092e-05,6.4092e-05
182,1302.04,1.02678,0.7687,0.96407,0.79447,0.84085,0.86811,0.46455,1.55324,0.8268,1.18957,6.11814e-05,6.11814e-05,6.11814e-05
183,1308.29,1.1072,0.89539,1.00452,0.77214,0.85456,0.86279,0.4651,1.55809,0.83366,1.1903,5.82708e-05,5.82708e-05,5.82708e-05
184,1316.02,1.04714,0.98469,1.03146,0.75657,0.8509,0.86166,0.46047,1.54782,0.82521,1.1951,5.53602e-05,5.53602e-05,5.53602e-05
