epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,90.959,0.63183,2.08171,0.90186,0.66281,0.89622,0.91071,0.8235,0.56654,1.17604,0.88867,0.000544563,0.000544563,0.000544563
15,96.7849,0.65423,1.97481,0.89901,0.78028,0.86373,0.95911,0.84368,0.56924,1.06897,0.88454,0.000538375,0.000538375,0.000538375
16,103.422,0.61918,1.77581,0.89271,0.85935,0.87206,0.94469,0.82041,0.61726,0.84134,0.93122,0.000532187,0.000532187,0.000532187
17,109.127,0.60798,1.76119,0.88302,0.73213,0.95833,0.92171,0.80599,0.54186,0.80612,0.86579,0.000526,0.000526,0.000526
18,115.495,0.61874,1.83168,0.88851,0.62908,0.95584,0.96038,0.85538,0.56291,0.88554,0.87158,0.000519812,0.000519812,0.000519812
19,121.707,0.64783,1.69603,0.90711,0.87275,0.82932,0.96553,0.89984,0.47143,0.72988,0.84233,0.000513625,0.000513625,0.000513625
20,128.328,0.60416,1.65537,0.87023,0.82784,0.89186,0.95636,0.86378,0.51502,0.80258,0.85071,0.000507438,0.000507438,0.000507438
21,134.277,0.61193,1.72935,0.87557,0.72344,0.87427,0.96729,0.89977,0.46692,0.91093,0.83789,0.00050125,0.00050125,0.00050125
22,140.542,0.55242,1.54896,0.86778,0.73143,0.96479,0.97483,0.89295,0.49375,0.75081,0.83756,0.000495063,0.000495063,0.000495063
23,146.948,0.55855,1.50395,0.8711,0.67607,0.99008,0.93979,0.86336,0.48968,0.93145,0.83635,0.000488875,0.000488875,0.000488875
24,152.916,0.57909,1.53439,0.87275,0.68606,0.95997,0.95354,0.87684,0.50609,0.82375,0.84815,0.000482687,0.000482687,0.000482687
25,159.515,0.53881,1.46571,0.8656,0.80571,0.88889,0.984,0.92059,0.47343,0.7582,0.8334,0.0004765,0.0004765,0.0004765
26,165.128,0.54999,1.36446,0.87365,0.71828,0.97952,0.93281,0.86897,0.45468,0.65872,0.84189,0.000470312,0.000470312,0.000470312
27,172.002,0.54115,1.47751,0.86903,0.7646,1,0.97427,0.8695,0.51195,0.65167,0.8548,0.000464125,0.000464125,0.000464125
28,177.784,0.57737,1.44463,0.88195,0.70185,0.95739,0.98812,0.89806,0.48704,0.80824,0.84355,0.000457938,0.000457938,0.000457938
29,184.434,0.55903,1.37553,0.88188,0.80338,0.82396,0.95217,0.86689,0.49275,0.84088,0.84978,0.00045175,0.00045175,0.00045175
30,190.263,0.52394,1.28164,0.86486,0.88295,0.917,0.98812,0.91366,0.47799,0.60669,0.85122,0.000445562,0.000445562,0.000445562
31,196.999,0.55263,1.2433,0.86465,0.89742,0.91653,0.984,0.90817,0.45802,0.65272,0.83281,0.000439375,0.000439375,0.000439375
32,202.696,0.54313,1.22486,0.87124,0.78739,0.97222,0.98812,0.91698,0.47361,0.64671,0.83284,0.000433187,0.000433187,0.000433187
33,209.547,0.51429,1.17161,0.84909,0.89937,0.90018,0.995,0.93479,0.43768,0.58585,0.83082,0.000427,0.000427,0.000427
34,215.166,0.52033,1.13677,0.85135,0.90499,0.93209,0.99083,0.91852,0.43767,0.54777,0.83689,0.000420812,0.000420812,0.000420812
35,222.075,0.56613,1.26422,0.88044,0.8915,0.94991,0.995,0.90946,0.48129,0.54375,0.85391,0.000414625,0.000414625,0.000414625
36,227.751,0.51073,1.15576,0.87105,0.9323,0.90366,0.995,0.95414,0.42503,0.54854,0.82145,0.000408438,0.000408438,0.000408438
37,234.318,0.53301,1.14208,0.86317,0.97125,0.91667,0.995,0.92111,0.45781,0.45546,0.82144,0.00040225,0.00040225,0.00040225
38,240.205,0.53483,1.09367,0.8627,0.91901,0.86691,0.96736,0.90823,0.46836,0.59271,0.82683,0.000396063,0.000396063,0.000396063
39,246.929,0.53825,1.10578,0.85536,0.87347,0.91847,0.995,0.91936,0.48747,0.62837,0.83319,0.000389875,0.000389875,0.000389875
40,252.704,0.52573,1.05826,0.86306,0.88826,0.88429,0.98111,0.92654,0.48106,0.68165,0.83968,0.000383688,0.000383688,0.000383688
41,259.24,0.48374,1.03706,0.84751,0.83883,0.96483,0.98111,0.92149,0.43649,0.55809,0.82571,0.0003775,0.0003775,0.0003775
42,265.07,0.49692,1.053,0.8553,0.93989,0.91667,0.995,0.94159,0.41788,0.46345,0.82424,0.000371313,0.000371313,0.000371313
43,271.706,0.50868,1.018,0.85922,0.79378,0.98396,0.995,0.93056,0.46257,0.50057,0.83459,0.000365125,0.000365125,0.000365125
44,277.546,0.51455,1.05557,0.85916,0.77,0.93784,0.984,0.93558,0.42046,0.61024,0.82536,0.000358938,0.000358938,0.000358938
45,284.178,0.50922,1.00565,0.8629,0.87002,0.93504,0.995,0.93143,0.46076,0.50562,0.86784,0.00035275,0.00035275,0.00035275
46,289.988,0.50466,1.08347,0.86078,0.89613,0.88551,0.995,0.93879,0.47766,0.52575,0.86181,0.000346563,0.000346563,0.000346563
47,296.654,0.50157,0.98435,0.84487,0.93189,0.88946,0.995,0.94434,0.42688,0.54903,0.83011,0.000340375,0.000340375,0.000340375
48,302.7,0.48659,1.00024,0.85034,0.88384,0.95646,0.984,0.92825,0.43016,0.54209,0.82724,0.000334188,0.000334188,0.000334188
49,308.936,0.4968,0.9546,0.85533,0.897,0.94649,0.995,0.94857,0.42355,0.53378,0.82834,0.000328,0.000328,0.000328
50,315.092,0.47177,0.90176,0.83312,0.829,0.9556,0.995,0.93911,0.41576,0.52471,0.82566,0.000321812,0.000321812,0.000321812
51,321.02,0.46394,0.90952,0.83838,0.94432,0.8855,0.98812,0.92801,0.45318,0.49178,0.85514,0.000315625,0.000315625,0.000315625
52,327.434,0.47673,0.92041,0.8463,0.81133,0.96414,0.98812,0.91778,0.44754,0.49584,0.85277,0.000309437,0.000309437,0.000309437
53,333.093,0.4793,0.95115,0.84362,0.85865,0.961,0.995,0.92403,0.45343,0.47856,0.82864,0.00030325,0.00030325,0.00030325
54,340.076,0.48781,0.91889,0.84183,0.95433,0.90599,0.995,0.94545,0.40519,0.45583,0.80927,0.000297063,0.000297063,0.000297063
55,346.172,0.46503,0.89279,0.83891,0.95077,0.91493,0.995,0.9374,0.44292,0.48916,0.82915,0.000290875,0.000290875,0.000290875
56,352.942,0.45422,0.86663,0.83485,0.92036,0.94562,0.995,0.94697,0.43001,0.51055,0.83792,0.000284688,0.000284688,0.000284688
57,358.621,0.46835,0.82921,0.85399,0.94207,0.93338,0.995,0.94148,0.458,0.4772,0.873,0.0002785,0.0002785,0.0002785
58,365.523,0.47307,0.85945,0.85987,0.94647,0.91663,0.995,0.92212,0.45645,0.49211,0.88251,0.000272313,0.000272313,0.000272313
59,371.327,0.45248,0.81039,0.85013,0.94032,0.91138,0.98111,0.91348,0.438,0.5471,0.83529,0.000266125,0.000266125,0.000266125
60,378.119,0.43618,0.83777,0.84442,0.8759,0.95931,0.995,0.93708,0.41263,0.45657,0.81825,0.000259938,0.000259938,0.000259938
61,383.892,0.43954,0.80813,0.84305,0.85747,0.96408,0.995,0.93941,0.41882,0.45374,0.81824,0.00025375,0.00025375,0.00025375
62,390.699,0.43863,0.78404,0.83144,0.90988,0.95266,0.995,0.94352,0.41037,0.4415,0.81709,0.000247563,0.000247563,0.000247563
63,396.515,0.42485,0.77157,0.83527,0.95281,0.93111,0.995,0.93259,0.41264,0.44339,0.81763,0.000241375,0.000241375,0.000241375
64,403.563,0.45593,0.78474,0.84843,0.91823,0.92581,0.995,0.93205,0.46489,0.52654,0.86251,0.000235188,0.000235188,0.000235188
65,409.481,0.42519,0.75428,0.84103,0.93421,0.95634,0.995,0.94428,0.46552,0.45856,0.887,0.000229,0.000229,0.000229
66,416.318,0.42956,0.79472,0.84499,0.96015,0.92392,0.995,0.946,0.44506,0.42659,0.88089,0.000222813,0.000222813,0.000222813
67,422.135,0.42673,0.73039,0.83693,0.94114,0.92734,0.995,0.93165,0.47754,0.45925,0.88228,0.000216625,0.000216625,0.000216625
68,428.913,0.44001,0.77728,0.85238,0.88972,0.90827,0.98812,0.94029,0.43281,0.4884,0.82463,0.000210437,0.000210437,0.000210437
69,434.651,0.42317,0.76454,0.84372,0.89638,0.90195,0.995,0.93295,0.41244,0.53107,0.81577,0.00020425,0.00020425,0.00020425
70,441.862,0.41127,0.73879,0.83582,0.91045,0.91977,0.995,0.9501,0.40663,0.45725,0.81564,0.000198063,0.000198063,0.000198063
71,447.626,0.40102,0.69793,0.82136,0.87238,0.99553,0.995,0.94917,0.39942,0.39733,0.81008,0.000191875,0.000191875,0.000191875
72,454.266,0.44593,0.76507,0.84068,0.91604,0.94605,0.95354,0.89922,0.39835,0.54523,0.80986,0.000185688,0.000185688,0.000185688
73,460.056,0.41889,0.70053,0.82876,0.92526,0.93471,0.96729,0.92714,0.41268,0.61225,0.81929,0.0001795,0.0001795,0.0001795
74,466.745,0.41532,0.72298,0.82478,0.93247,0.94727,0.97417,0.93076,0.42366,0.61887,0.82932,0.000173313,0.000173313,0.000173313
75,472.436,0.40874,0.69798,0.82758,0.92412,0.94255,0.995,0.95013,0.40667,0.52432,0.82378,0.000167125,0.000167125,0.000167125
76,478.981,0.40955,0.69813,0.84196,0.92015,0.95004,0.995,0.93483,0.44398,0.42528,0.87692,0.000160938,0.000160938,0.000160938
77,484.977,0.40525,0.68905,0.82586,0.95363,0.87427,0.995,0.91445,0.45255,0.43392,0.87755,0.00015475,0.00015475,0.00015475
78,491.272,0.40498,0.70371,0.83357,0.90898,0.93066,0.995,0.92728,0.46157,0.44988,0.88024,0.000148563,0.000148563,0.000148563
79,497.736,0.4241,0.6965,0.83406,0.91705,0.96292,0.995,0.91465,0.45579,0.46705,0.86887,0.000142375,0.000142375,0.000142375
80,504.001,0.41307,0.70399,0.83455,0.94126,0.96034,0.995,0.93159,0.41388,0.4631,0.8235,0.000136187,0.000136187,0.000136187
81,510.419,0.40972,0.67458,0.83272,0.942,0.96021,0.995,0.95175,0.40185,0.43737,0.81353,0.00013,0.00013,0.00013
82,516.209,0.39258,0.65354,0.83703,0.9358,0.96955,0.995,0.94369,0.39402,0.42656,0.8139,0.000123812,0.000123812,0.000123812
83,522.951,0.39653,0.64121,0.83971,0.94074,0.95911,0.995,0.95442,0.38818,0.42525,0.81093,0.000117625,0.000117625,0.000117625
84,528.667,0.40614,0.66975,0.83588,0.93575,0.95607,0.995,0.95805,0.40511,0.42865,0.81226,0.000111438,0.000111438,0.000111438
85,535.404,0.40782,0.68034,0.83142,0.92287,0.95842,0.995,0.95801,0.39618,0.44397,0.81191,0.00010525,0.00010525,0.00010525
86,541.284,0.38207,0.66791,0.82549,0.9439,0.94536,0.995,0.95781,0.37897,0.465,0.80991,9.90625e-05,9.90625e-05,9.90625e-05
87,547.872,0.3947,0.62927,0.81705,0.93586,0.94676,0.995,0.95997,0.3967,0.48446,0.81157,9.2875e-05,9.2875e-05,9.2875e-05
88,553.839,0.38981,0.64107,0.81647,0.93245,0.94714,0.995,0.95061,0.40171,0.50541,0.81423,8.66875e-05,8.66875e-05,8.66875e-05
89,560.689,0.38704,0.65281,0.82503,0.93235,0.94725,0.995,0.95468,0.40081,0.52776,0.81654,8.05e-05,8.05e-05,8.05e-05
90,566.392,0.3706,0.64018,0.82615,0.93104,0.94297,0.995,0.94552,0.3933,0.50901,0.81662,7.43125e-05,7.43125e-05,7.43125e-05
91,574.827,0.33484,0.60736,0.7994,0.93054,0.95763,0.995,0.94626,0.43556,0.43095,0.87027,6.8125e-05,6.8125e-05,6.8125e-05
92,580.585,0.33263,0.59661,0.81126,0.92707,0.97399,0.995,0.92849,0.43191,0.40633,0.8711,6.19375e-05,6.19375e-05,6.19375e-05
93,586.919,0.32623,0.59151,0.80373,0.90627,0.96956,0.995,0.93166,0.42393,0.40179,0.87217,5.575e-05,5.575e-05,5.575e-05
94,592.609,0.3201,0.59476,0.785,0.90084,0.97614,0.995,0.95669,0.41019,0.42242,0.871,4.95625e-05,4.95625e-05,4.95625e-05
95,599.178,0.31274,0.57401,0.79272,0.88989,0.9573,0.995,0.94904,0.40244,0.4537,0.86937,4.3375e-05,4.3375e-05,4.3375e-05
96,604.657,0.31514,0.55921,0.78714,0.90913,0.95335,0.995,0.94181,0.40817,0.44397,0.86969,3.71875e-05,3.71875e-05,3.71875e-05
97,611.303,0.31693,0.56937,0.80496,0.91636,0.95127,0.995,0.94885,0.40774,0.44423,0.87018,3.1e-05,3.1e-05,3.1e-05
98,616.73,0.30483,0.5594,0.79365,0.9255,0.94962,0.995,0.95713,0.40279,0.44595,0.86962,2.48125e-05,2.48125e-05,2.48125e-05
99,623.201,0.30459,0.5499,0.79628,0.9291,0.94903,0.995,0.9441,0.39997,0.44042,0.86835,1.8625e-05,1.8625e-05,1.8625e-05
100,628.685,0.30556,0.55994,0.78534,0.92817,0.94952,0.995,0.94829,0.40134,0.43292,0.86716,1.24375e-05,1.24375e-05,1.24375e-05
