epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2092.42,0.99326,0.65894,0.97734,0.79092,0.84647,0.86365,0.48709,1.59681,0.75313,1.31063,6.70026e-05,6.70026e-05,6.70026e-05
181,2104.48,1.00133,0.65025,0.96709,0.80092,0.82923,0.86686,0.4821,1.60455,0.76247,1.3063,6.4092e-05,6.4092e-05,6.4092e-05
182,2116.53,1.00135,0.64538,0.97909,0.8185,0.81887,0.87136,0.49062,1.5892,0.76767,1.30334,6.11814e-05,6.11814e-05,6.11814e-05
183,2127.7,0.99125,0.6476,0.9678,0.81665,0.80151,0.86242,0.48881,1.56585,0.76778,1.2998,5.82708e-05,5.82708e-05,5.82708e-05
184,2138.63,0.98393,0.64436,0.96588,0.83876,0.78132,0.85812,0.48347,1.56635,0.76485,1.3004,5.53602e-05,5.53602e-05,5.53602e-05
185,2150.8,0.98411,0.63546,0.97402,0.88043,0.75898,0.8671,0.4906,1.57394,0.75818,1.30044,5.24496e-05,5.24496e-05,5.24496e-05
186,2162.59,1.00656,0.65204,0.97753,0.83642,0.78065,0.87138,0.48494,1.60124,0.76025,1.30573,4.9539e-05,4.9539e-05,4.9539e-05
187,2174.68,0.97331,0.64218,0.96606,0.83083,0.80027,0.87343,0.49115,1.60021,0.76598,1.30826,4.66284e-05,4.66284e-05,4.66284e-05
188,2186.47,0.99817,0.6542,0.96674,0.82375,0.79133,0.87325,0.48834,1.58567,0.77034,1.30574,4.37178e-05,4.37178e-05,4.37178e-05
189,2197.39,0.9893,0.63683,0.97189,0.78696,0.83273,0.87241,0.48286,1.59297,0.7772,1.31266,4.08072e-05,4.08072e-05,4.08072e-05
190,2209.27,0.98995,0.64749,0.96556,0.85819,0.78443,0.87106,0.49325,1.58745,0.77328,1.31424,3.78966e-05,3.78966e-05,3.78966e-05
191,2222.69,0.94765,0.56396,0.97825,0.8362,0.80072,0.87184,0.49696,1.57477,0.76656,1.31638,3.4986e-05,3.4986e-05,3.4986e-05
192,2234.61,0.95459,0.56431,0.97362,0.84321,0.80722,0.86983,0.486,1.57751,0.76664,1.30995,3.20754e-05,3.20754e-05,3.20754e-05
193,2245.96,0.9374,0.56239,0.97173,0.83027,0.7978,0.86655,0.4827,1.57676,0.7646,1.30901,2.91648e-05,2.91648e-05,2.91648e-05
194,2257.1,0.90864,0.54932,0.96205,0.78158,0.82404,0.85999,0.4775,1.5869,0.7771,1.31503,2.62542e-05,2.62542e-05,2.62542e-05
195,2267.5,0.93117,0.55148,0.9585,0.82382,0.79625,0.87047,0.48407,1.57793,0.77014,1.31059,2.33436e-05,2.33436e-05,2.33436e-05
196,2278.98,0.90725,0.54114,0.95532,0.82712,0.80537,0.87521,0.4841,1.57897,0.76164,1.31143,2.0433e-05,2.0433e-05,2.0433e-05
197,2290.49,0.90889,0.53894,0.96622,0.81181,0.81438,0.87011,0.48534,1.57522,0.76541,1.30512,1.75224e-05,1.75224e-05,1.75224e-05
198,2302.07,0.88857,0.53611,0.95936,0.8137,0.80832,0.86807,0.48404,1.57851,0.76555,1.30706,1.46118e-05,1.46118e-05,1.46118e-05
199,2312.86,0.9043,0.53162,0.95995,0.80993,0.81044,0.86795,0.48101,1.57882,0.76429,1.3072,1.17012e-05,1.17012e-05,1.17012e-05
200,2323.5,0.88688,0.53645,0.96082,0.8058,0.8165,0.86896,0.48408,1.5729,0.75924,1.30454,8.7906e-06,8.7906e-06,8.7906e-06
